,Recipient Number,Project Number,Project Status,Amount Recovered,Project Type,Commitment Date,Completion Date,Disbursements to Date,Type of Disbursement,Interest Rate,Eligible Project Costs from Related Public Dollars,Eligible Project Costs from 3rd Party Public Dollars,Eligible Project Costs from Related Private Dollars,Eligible Project Costs from 3rd Party Private Dollars,Total Eligible Project Costs,Total Project Costs,Project Address,Project City,Project State,Project Zip Code (5),Additional Locations,EDA Type,EDA Square Footage,First-Time Homebuyer,Homebuyer Income Category,Development Activity Project Number,Mask Geocoded Census Tract FIPS_x,Mask Geocoded Census Tract FIPS Location_x,Use of Funds,Amount of committed CMF Investment,Date Funds Committed,Stage of Investment,Disbursement Status,Date of First Disbursement,Date of Full Disbursement,Completed Rental Units,Completed Owner Occupied,Rental - Number of Projected Income Eligible Units,Rental - Total Number of Projected Units,Rental - Number of Cumulative Units Completed: Extremely Low-Income Occupants,Rental - Number of Cumulative Units Completed: Very Low-Income Occupants,Rental - Number of Cumulative Units Completed: Low-Income Occupants,Rental - Number of Cumulative Units Completed: Other Eligible Occupants,Rental - Number of Cumulative Units Completed: Non-Eligible Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Extremely Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Very Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Other Eligible Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Non-Eligible Occupants,Rental - Number of Cumulative Units Occupied: Extremely Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Very Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Other Eligible Occupants,Rental - Number of Cumulative Units Occupied: Non-Eligible Occupants,Use of Low-Income Housing Tax Credit Dollars,Owner-Occupied - Number of Projected Income Eligible Units,Owner-Occupied - Total Number of Projected Units,Owner-Occupied - Number of Cumulative Units Completed: Extremely Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Very Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Other Eligible Occupants,Owner-Occupied - Number of Cumulative Units Completed: Non-Eligible Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Extremely Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Very Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Other Eligible Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Non-Eligible Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Extremely Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Very Low-Income Occupants,Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Other Eligible Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Non-Eligible Occupants,Owner-Occupied - Number of Units Sold to First-Time Homebuyers: Extremely Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Very Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Other Eligible Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Non-Eligible Homebuyers,Owner-Occupied - Minimum Sales Price,Owner-Occupied - Maximum Sales Price,new_index,Coordinates
394,14,57526R,Complete,,Purchase (Home Purchase Assistance),2014-08-27,2014-10-27 00:00:00,12556,Debt,0.0888,0,0,0,126844,139400.0,139400.0,,,,,,,,Yes,Low,,33001965100,"NH, Belknap, New Hampton, 03256",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,139400,0,0,0,0,1,0,0,0,0,1,0,0,1,178714,14.57526R,POINT (-71.59696 43.64916)
395,14,58266R,Complete,,Purchase (Home Purchase Assistance),2014-12-09,2015-01-06 00:00:00,1616.44,Debt,0.0888,0,0,0,25900.81,27517.25,27517.25,,,,,,,,Yes,Low,,33005970600,"NH, Cheshire, Rindge, 03461",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,27517.25,0,0,0,0,1,0,0,0,0,1,0,0,1,126000,14.58266R,POINT (-72.01067999999999 42.75253)
396,14,54464R,Complete,,Purchase (Home Purchase Assistance),2016-02-19,2016-03-17 00:00:00,2731.74,Debt,0.08875,0,0,0,28448.83,31180.57,31180.57,,,,,,,,Yes,Low,,33017085000,"NH, Strafford, Barrington, 03825",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,31180.57,0,0,0,0,1,0,0,0,0,1,0,0,1,175367,14.54464R,POINT (-71.04243 43.214)
397,14,54545R,Complete,,Purchase (Home Purchase Assistance),2016-04-25,2016-06-13 00:00:00,3581.46,Debt,0.08875,0,0,0,31660.78,35242.24,35242.24,,,,,,,,Yes,Low,,33013044000,"NH, Merrimack, Tilton, 03276",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,35242.24,0,0,0,0,1,0,0,0,0,1,0,0,1,141185,14.54545R,POINT (-71.57374 43.41124)
398,14,54587R,Complete,,Purchase (Home Purchase Assistance),2015-07-20,2015-08-26 00:00:00,4410.79,Debt,0.08875,0,0,0,58180.229999999996,62591.02,62591.02,,,,,,,,Yes,Low,,33005970600,"NH, Cheshire, Rindge, 03461",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,62591.02,0,0,0,0,1,0,0,0,0,1,0,0,1,126000,14.54587R,POINT (-72.01067999999999 42.75253)
399,14,54642R,Complete,,Purchase (Home Purchase Assistance),2016-05-02,2016-05-31 00:00:00,3604.85,Debt,0.08875,0,0,0,53355.12,56959.97,56959.97,,,,,,,,No,Low,,33013038000,"NH, Merrimack, Concord, 03303",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,56959.97,0,0,0,0,1,0,0,0,0,1,0,0,1,141185,14.54642R,POINT (-71.65267 43.32356)
400,14,54671R,Complete,,Purchase (Home Purchase Assistance),2016-05-24,2016-06-30 00:00:00,4667.91,Debt,0.08875,0,0,0,80332.09,85000.0,85000.0,,,,,,,,Yes,Low,,33013003100,"NH, Merrimack, Suncook, 03275",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,85000,0,0,0,0,1,0,0,0,0,1,0,0,1,141185,14.54671R,POINT (-71.38202 43.13806)
401,14,54778R,Complete,,Purchase (Home Purchase Assistance),2015-10-09,2015-11-12 00:00:00,3917.83,Debt,0.08875,0,0,0,34911.5,38829.33,38829.33,,,,,,,,Yes,Low,,23031031000,"ME, York, Lebanon, 04027",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,38829.33,0,0,0,0,1,0,0,0,0,1,0,0,1,175367,14.54778R,POINT (-70.91152 43.40334)
402,14,54901R,Complete,,Purchase (Home Purchase Assistance),2016-03-18,2016-06-09 00:00:00,4318.12,Debt,0.08875,0,0,0,70912.51000000001,75230.63,75230.63,,,,,,,,No,Other Eligible,,33019975902,"NH, Sullivan, Claremont, 03743",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,75230.63,0,0,0,0,1,0,0,0,0,1,0,1,143062,14.54901R,POINT (-72.31048 43.34888)
403,14,55049R,Complete,,Purchase (Home Purchase Assistance),2016-02-01,2016-03-11 00:00:00,3280.83,Debt,0.08875,0,0,0,17367.04,20647.87,20647.87,,,,,,,,Yes,Low,331,33001965800,"NH, Belknap, Belmont, 03220",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,20647.87,0,0,0,0,1,0,0,0,0,1,0,0,1,163679,14.55049R,POINT (-71.47485 43.46817)
404,14,55337R,Complete,,Purchase (Home Purchase Assistance),2015-09-09,2015-10-15 00:00:00,6391,Debt,0.08875,0,0,0,34326.1,40717.1,40717.1,,,,,,,,Yes,Low,,33017084200,"NH, Strafford, Rochester, 03868",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,40717.1,0,0,0,0,1,0,0,0,0,1,0,0,1,175367,14.55337R,POINT (-70.96468 43.33279)
405,14,55405R,Complete,,Purchase (Home Purchase Assistance),2016-01-07,2016-01-29 00:00:00,1923.92,Debt,0.08875,0,0,0,30127.58,32051.5,32051.5,,,,,,,,Yes,Low,,33015106400,"NH, Rockingham, Exeter, 03833",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,32051.5,0,0,0,0,1,0,0,0,0,1,0,0,1,194367,14.55405R,POINT (-70.92515 42.97562)
406,14,55463R,Complete,,Purchase (Home Purchase Assistance),2015-09-02,2015-10-02 00:00:00,1387.77,Debt,0.08875,0,0,0,13159.47,14547.24,14547.24,,,,,,,,Yes,Low,331,33001965800,"NH, Belknap, Belmont, 03220",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,14547.24,0,0,0,0,1,0,0,0,0,1,0,0,1,163679,14.55463R,POINT (-71.47485 43.46817)
407,14,55609R,Complete,,Purchase (Home Purchase Assistance),2015-12-18,2016-02-03 00:00:00,3782.86,Debt,0.08875,0,0,0,39700.06,43482.92,43482.92,,,,,,,,No,Low,705,33015067502,"NH, Rockingham, Newmarket, 03857",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,43482.92,0,0,0,0,1,0,0,0,0,1,0,0,1,194367,14.55609R,POINT (-70.91449 43.07803)
408,14,55683R,Complete,,Purchase (Home Purchase Assistance),2016-01-12,2016-03-18 00:00:00,1558.33,Debt,0.08875,0,0,0,23967.83,25526.16,25526.16,,,,,,,,No,Low,,33009961200,"NH, Grafton, Bristol, 03222",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,25526.16,0,0,0,0,1,0,0,0,0,1,0,0,1,178714,14.55683R,POINT (-71.7129 43.64345)
409,14,55793R,Complete,,Purchase (Home Purchase Assistance),2016-03-16,2016-04-29 00:00:00,1758.19,Debt,0.08875,0,0,0,29060.9,30819.09,30819.09,,,,,,,,Yes,Low,705,33015067502,"NH, Rockingham, Newmarket, 03857",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,30819.09,0,0,0,0,1,0,0,0,0,1,0,0,1,194367,14.55793R,POINT (-70.91449 43.07803)
410,14,55942R,Complete,,Purchase (Home Purchase Assistance),2016-02-04,2016-04-13 00:00:00,3412.51,Debt,0.08875,0,0,0,42587.49,46000.0,46000.0,,,,,,,,No,Low,,33009961300,"NH, Grafton, Grafton, 03240",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,46000,0,0,0,0,1,0,0,0,0,1,0,0,1,178714,14.55942R,POINT (-71.90922 43.61134)
411,14,56077R,Complete,,Purchase (Home Purchase Assistance),2015-07-15,2015-08-24 00:00:00,2205.42,Debt,0.08875,0,0,0,30733.550000000003,32938.97,32938.97,,,,,,,,No,Low,,33003956400,"NH, Carroll, Center Tuftonboro, 03816",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,32938.97,0,0,0,0,1,0,0,0,0,1,0,0,1,163750,14.56077R,POINT (-71.26353 43.67495)
412,14,56556R,Complete,,Purchase (Home Purchase Assistance),2016-02-18,2016-03-30 00:00:00,15000,Debt,0.08875,0,0,0,18000,33000.0,33000.0,,,,,,,,Yes,Other Eligible,,33013003100,"NH, Merrimack, Suncook, 03275",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,33000,0,0,0,0,1,0,0,0,0,1,0,1,141185,14.56556R,POINT (-71.38202 43.13806)
413,14,15,Replaced Unit,,Purchase (Home Purchase Assistance),2013-08-27,,19204,Grant,,0,0,0,225.46,19429.46,19429.46,,Hinsdale,NH,03451,,,,No,Low,701,33005971600,"NH, Cheshire, Hinsdale, 03451",Affordable Housing,19204,2013-08-27 00:00:00,Investment,Fully Disbursed,2013-12-11 00:00:00,2013-12-11 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,19429.46,0,0,0,0,1,0,0,0,0,0,0,0,1,126000,14.15,POINT (-72.50023 42.8091)
414,14,54451,Replaced Unit,,Purchase (Home Purchase Assistance),2010-11-01,,876.25,Debt,0.0888,0,0,0,9638.79,10515.04,10515.04,,Northfield,NH,03276,,,,Yes,Low,,33013044000,"NH, Merrimack, Tilton, 03276",Affordable Housing,876.25,2010-11-01 00:00:00,Investment,Fully Disbursed,2010-12-08 00:00:00,2010-12-08 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,10515.04,0,0,0,0,1,0,0,0,0,1,0,0,1,141185,14.54451,POINT (-71.57374 43.41124)
415,14,54464,Replaced Unit,,Purchase (Home Purchase Assistance),2010-12-01,,2731.74,Debt,0.0888,0,0,0,30049.09,32780.83,32780.83,,Barrington,NH,03825,,,,Yes,Other Eligible,,33017085000,"NH, Strafford, Barrington, 03825",Affordable Housing,2731.74,2010-12-01 00:00:00,Investment,Fully Disbursed,2010-12-15 00:00:00,2010-12-15 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,32780.83,0,0,0,0,1,0,0,0,0,1,0,1,175367,14.54464,POINT (-71.04243 43.214)
416,14,54545,Replaced Unit,,Purchase (Home Purchase Assistance),2011-01-19,,3581.46,Debt,0.0888,0,0,0,39396,42977.46,42977.46,,Goffstown,NH,03045,,,,Yes,Other Eligible,,33011002702,"NH, Hillsborough, Goffstown, 03045",Affordable Housing,3581.46,2011-01-19 00:00:00,Investment,Fully Disbursed,2011-02-18 00:00:00,2011-02-18 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,42977.46,0,0,0,0,1,0,0,0,0,1,0,1,143056,14.54545,POINT (-71.55174 43.03768)
417,14,54574,Replaced Unit,,SF - Preservation w/o Rehab,2011-01-27,,1000,Debt,0.0888,0,0,0,11000,12000.0,12000.0,exemption (b)(6),Berlin,NH,03570,,,,,,,33007950600,"NH, Coos, Berlin, 03570",Affordable Housing,1000,2011-01-27 00:00:00,Investment,Fully Disbursed,2011-03-10 00:00:00,2011-03-10 00:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1,1,0,0,1,0,0,0,0,12000,0,0,0,0,1,0,0,0,0,0,0,0,1,126646,14.54574,POINT (-71.15608 44.49023)
418,14,54587,Replaced Unit,,Purchase (Home Purchase Assistance),2011-02-18,,4410.79,Debt,0.0888,0,0,0,48518.73,52929.52,52929.52,,Barrington,NH,03825,,,,No,Low,,33017085000,"NH, Strafford, Barrington, 03825",Affordable Housing,4410.79,2011-02-18 00:00:00,Investment,Fully Disbursed,2011-03-10 00:00:00,2011-03-10 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,52929.52,0,0,0,0,1,0,0,0,0,0,0,0,1,175367,14.54587,POINT (-71.04243 43.214)
419,14,54639,Replaced Unit,,Purchase (Home Purchase Assistance),2011-03-10,,2853.09,Debt,0.0888,0,0,0,33746.91,34237.06,34237.06,,Allenstown,NH,03275,,,,No,Low,,33013003100,"NH, Merrimack, Suncook, 03275",Affordable Housing,2853.09,2011-03-10 00:00:00,Investment,Fully Disbursed,2011-03-31 00:00:00,2011-03-31 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,34237.06,0,0,0,0,1,0,0,0,0,0,0,0,1,141185,14.54639,POINT (-71.38202 43.13806)
420,14,54642,Replaced Unit,,Purchase (Home Purchase Assistance),2011-03-10,,3604.85,Debt,0.0888,0,0,0,39653.4,43258.25,43258.25,,Goffstown,NH,03045,,,,No,Low,,33011002702,"NH, Hillsborough, Goffstown, 03045",Affordable Housing,3604.85,2011-03-10 00:00:00,Investment,Fully Disbursed,2011-03-31 00:00:00,2011-03-31 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,43258.25,0,0,0,0,1,0,0,0,0,0,0,0,1,143056,14.54642,POINT (-71.55174 43.03768)
421,14,54671,Replaced Unit,,Purchase (Home Purchase Assistance),2011-03-10,,4667.91,Debt,0.0888,0,0,0,51346.97,56014.88,56014.88,,Raymond,NH,03077,,,,No,Low,,33015055002,"NH, Rockingham, Raymond, 03077",Affordable Housing,4667.91,2011-03-10 00:00:00,Investment,Fully Disbursed,2011-05-02 00:00:00,2011-05-02 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,56014.88,0,0,0,0,1,0,0,0,0,0,0,0,1,194367,14.54671,POINT (-71.17739 43.04945)
422,14,54723,Replaced Unit,,Purchase (Home Purchase Assistance),2011-04-07,,2989.69,Debt,0.0888,0,0,0,32886.6,35876.29,35876.29,,Exeter,NH,03833,,,,Yes,Low,,33015106200,"NH, Rockingham, Exeter, 03833",Affordable Housing,2989.69,2011-04-07 00:00:00,Investment,Fully Disbursed,2011-05-02 00:00:00,2011-05-02 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,35876.29,0,0,0,0,1,0,0,0,0,1,0,0,1,194367,14.54723,POINT (-70.95715 42.96882)
423,14,54749,Replaced Unit,,Purchase (Home Purchase Assistance),2011-04-14,,2540.17,Debt,0.0888,0,0,0,27941.9,30482.07,30482.07,,Barrington,NH,03825,,,,Yes,Low,,33017085000,"NH, Strafford, Barrington, 03825",Affordable Housing,2540.17,2011-04-14 00:00:00,Investment,Fully Disbursed,2011-05-05 00:00:00,2011-05-05 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,30482.07,0,0,0,0,1,0,0,0,0,1,0,0,1,175367,14.54749,POINT (-71.04243 43.214)
424,14,54778,Replaced Unit,,Purchase (Home Purchase Assistance),2011-03-30,,3917.83,Debt,0.0888,0,0,0,43096.12,47013.95,47013.95,,Jaffrey,NH,03452,,,,Yes,Low,,33005970500,"NH, Cheshire, Jaffrey, 03452",Affordable Housing,3917.83,2011-03-30 00:00:00,Investment,Fully Disbursed,2011-05-24 00:00:00,2011-05-24 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,47013.95,0,0,0,0,1,0,0,0,0,1,0,0,1,126000,14.54778,POINT (-72.05965 42.82946)
425,14,54817,Replaced Unit,,SF - Preservation w/o Rehab,2011-04-06,,1487.5,Debt,0.0888,0,0,0,16362.5,17850.0,17850.0,exemption (b)(6),Barrington,NH,03825,,,,,,,33017085000,"NH, Strafford, Barrington, 03825",Affordable Housing,1487.5,2011-04-06 00:00:00,Investment,Fully Disbursed,2011-06-16 00:00:00,2011-06-16 00:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1,1,0,0,1,0,0,0,0,17850,0,0,0,0,1,0,0,0,0,0,0,0,1,175367,14.54817,POINT (-71.04243 43.214)
426,14,54859,Replaced Unit,,Purchase (Home Purchase Assistance),2011-05-24,,2985.48,Debt,0.0888,0,0,0,32840.29,35825.77,35825.77,,Derry,NH,03038,,,,Yes,Low,,33015003601,"NH, Rockingham, Derry, 03038",Affordable Housing,2985.48,2011-05-24 00:00:00,Investment,Fully Disbursed,2011-06-17 00:00:00,2011-06-17 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,35825.77,0,0,0,0,1,0,0,0,0,1,0,0,1,194367,14.54859,POINT (-71.3 42.86422)
427,14,54875,Replaced Unit,,SF - Preservation w/o Rehab,2011-05-12,,1841.67,Debt,0.0888,0,0,0,20258.33,22100.0,22100.0,exemption (b)(6),Winchester,NH,03470,,,,,,,33005971700,"NH, Cheshire, Ashuelot, 03441",Affordable Housing,1841.67,2011-05-12 00:00:00,Investment,Fully Disbursed,2011-06-27 00:00:00,2011-06-27 00:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1,1,0,0,1,0,0,0,0,22100,0,0,0,0,1,0,0,0,0,0,0,0,1,126000,14.54875,POINT (-72.40043 42.78739)
428,14,54901,Replaced Unit,,Purchase (Home Purchase Assistance),2011-05-24,,4318.12,Debt,0.0888,0,0,0,47499.29,51817.41,51817.41,,Barrington,NH,03825,,,,No,Low,,33015058000,"NH, Rockingham, West Nottingham, 03291",Affordable Housing,4318.12,2011-05-24 00:00:00,Investment,Fully Disbursed,2011-07-01 00:00:00,2011-07-01 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,51817.41,0,0,0,0,1,0,0,0,0,0,0,0,1,175367,14.54901,POINT (-71.12101 43.12419)
429,14,54930,Replaced Unit,,Purchase (Home Purchase Assistance),2011-07-05,,3776.63,Debt,0.0888,0,0,0,41542.87,45319.5,45319.5,,Barrington,NH,03825,,,,Yes,Low,,33017085000,"NH, Strafford, Barrington, 03825",Affordable Housing,3776.63,2011-07-05 00:00:00,Investment,Fully Disbursed,2011-07-19 00:00:00,2011-07-19 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,45319.5,0,0,0,0,1,0,0,0,0,1,0,0,1,175367,14.54930,POINT (-71.04243 43.214)
430,14,55036,Replaced Unit,,Purchase (Home Purchase Assistance),2011-08-03,,2969.3,Debt,0.0888,0,0,0,32662.25,35631.54,35631.54,,Merrimack,NH,03054,,,,Yes,Low,,33011014300,"NH, Hillsborough, Merrimack, 03054",Affordable Housing,2969.3,2011-08-03 00:00:00,Investment,Fully Disbursed,2011-08-17 00:00:00,2011-08-17 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,35631.54,0,0,0,0,1,0,0,0,0,1,0,0,1,143056,14.55036,POINT (-71.52772 42.82918)
431,14,55049,Replaced Unit,,Purchase (Home Purchase Assistance),2011-07-27,,3280.83,Debt,0.0888,0,0,0,36089.07,39369.9,39369.9,,Rochester,NH,03867,,,,Yes,Low,,33017084200,"NH, Strafford, Rochester, 03868",Affordable Housing,3280.83,2011-07-27 00:00:00,Investment,Fully Disbursed,2011-08-19 00:00:00,2011-08-19 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,39369.9,0,0,0,0,1,0,0,0,0,1,0,0,1,175367,14.55049,POINT (-70.96468 43.33279)
432,14,55133,Replaced Unit,,SF - Preservation w/o Rehab,2011-07-27,,683.33,Debt,0.0888,0,0,0,7516.67,8200.0,8200.0,exemption (b)(6),Keene,NH,03431,,,,,,,33005971401,"NH, Cheshire, Keene, 03431",Affordable Housing,683.33,2011-07-27 00:00:00,Investment,Fully Disbursed,2011-09-19 00:00:00,2011-09-19 00:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1,1,0,0,1,0,0,0,0,8200,0,0,0,0,1,0,0,0,0,0,0,0,1,126000,14.55133,POINT (-72.30607000000001 42.91834)
433,14,55256,Replaced Unit,,Purchase (Home Purchase Assistance),2011-09-16,,2796.14,Debt,0.0888,0,0,0,30757.5,33553.64,33553.64,,Lee,NH,03861,,,,Yes,Low,,33017080500,"NH, Strafford, Madbury, 03823",Affordable Housing,2796.14,2011-09-16 00:00:00,Investment,Fully Disbursed,2011-10-28 00:00:00,2011-10-28 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,33553.64,0,0,0,0,1,0,0,0,0,1,0,0,1,175367,14.55256,POINT (-70.98206 43.1405)
434,14,55308,Replaced Unit,,Purchase (Home Purchase Assistance),2011-10-14,,3833.6,Debt,0.0888,0,0,0,42169.64,46003.24,46003.24,,Swanzey,NH,03446,,,,No,Other Eligible,,33005970900,"NH, Cheshire, Swanzey, 03446",Affordable Housing,3833.6,2011-10-14 00:00:00,Investment,Fully Disbursed,2011-11-04 00:00:00,2011-11-04 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,46003.24,0,0,0,0,1,0,0,0,0,0,0,1,126000,14.55308,POINT (-72.29592 42.86248)
435,14,55337,Replaced Unit,,Purchase (Home Purchase Assistance),2011-10-17,,6391,Debt,0.0888,0,0,0,70301.05,76692.05,76692.05,,Merrimack,NH,03054,,,,No,Other Eligible,,33011014300,"NH, Hillsborough, Merrimack, 03054",Affordable Housing,6391,2011-10-17 00:00:00,Investment,Fully Disbursed,2011-11-18 00:00:00,2011-11-18 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,76692.05,0,0,0,0,1,0,0,0,0,0,0,1,143056,14.55337,POINT (-71.52772 42.82918)
436,14,55405,Replaced Unit,,Purchase (Home Purchase Assistance),2011-10-24,,1923.92,Debt,0.0888,0,0,0,21163.14,23087.06,23087.06,,Exeter,NH,03833,,,,Yes,Low,,33015061001,"NH, Rockingham, Exeter, 03833",Affordable Housing,1923.92,2011-10-24 00:00:00,Investment,Fully Disbursed,2011-11-30 00:00:00,2011-11-30 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,23087.06,0,0,0,0,1,0,0,0,0,1,0,0,1,194367,14.55405,POINT (-70.97837 42.99885)
437,14,55418,Replaced Unit,,SF - Preservation w/o Rehab,2011-10-28,,1000,Debt,0.0888,0,0,0,11000,12000.0,12000.0,exemption (b)(6),Tuftonboro,NH,03816,,,,,,,33003956400,"NH, Carroll, Center Tuftonboro, 03816",Affordable Housing,1000,2011-10-28 00:00:00,Investment,Fully Disbursed,2011-11-30 00:00:00,2011-11-30 00:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1,1,0,0,1,0,0,0,0,12000,0,0,0,0,1,0,0,0,0,0,0,0,1,163750,14.55418,POINT (-71.26353 43.67495)
438,14,55421,Replaced Unit,,SF - Preservation w/o Rehab,2011-10-26,,1750,Debt,0.0888,0,0,0,19250,21000.0,21000.0,exemption (b)(6),Derry,NH,03038,,,,,,,33015003601,"NH, Rockingham, Derry, 03038",Affordable Housing,1750,2011-10-26 00:00:00,Investment,Fully Disbursed,2011-12-08 00:00:00,2011-12-08 00:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1,1,0,0,1,0,0,0,0,21000,0,0,0,0,1,0,0,0,0,0,0,0,1,194367,14.55421,POINT (-71.3 42.86422)
439,14,55434,Replaced Unit,,Purchase (Home Purchase Assistance),2011-11-14,,4078.19,Debt,0.0888,0,0,0,44860.14,48938.33,48938.33,,Barrington,NH,03825,,,,Yes,Low,,33017085000,"NH, Strafford, Barrington, 03825",Affordable Housing,4078.19,2011-11-14 00:00:00,Investment,Fully Disbursed,2011-12-22 00:00:00,2011-12-22 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,48938.33,0,0,0,0,1,0,0,0,0,1,0,0,1,175367,14.55434,POINT (-71.04243 43.214)
